location,hotel_name,harga_misteraladin,harga_traveloka,url_misteraladin,url_traveloka,url_image_misteraladin,url_image_traveloka,rating,total_reviews,url_reviews
10,Sparks Life 10,500000,499999,https://www.misteraladin.com/hotel/indonesia/jakarta/mangga-besar/sparks-life-jakarta?hotel_id=8318,https://www.traveloka.com/en/hotel/indonesia/sparks-life-jakarta-69568?spec=19-10-2017.20-10-2017.1.1.HOTEL.69568.Sparks%20Life%20Jakarta.1&prevSearchId=1581687362915690358,https://static.misteraladin.com/images/hotel/0000009000/0000008318/sparks-life-jakarta-photo18.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000074318_dm_4,NA,NA,NA
10,Menteng House,450001,350000,https://www.misteraladin.com/hotel/indonesia/jakarta/menteng/menteng-house?hotel_id=41691,NA,https://static.misteraladin.com/images/hotel/0000042000/0000041691/menteng-house-photo1.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000094716_dm_2,NA,NA,NA
10,Hotel Bintang Griyawisata,400000,440000,https://www.misteraladin.com/hotel/indonesia/jakarta/menteng/hotel-bintang-griyawisata?hotel_id=8448,https://www.traveloka.com/en/hotel/indonesia/hotel-bintang-griyawisata-3000010004216?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010004216.Hotel%20Bintang%20Griyawisata.1&prevSearchId=1581687912516314998,https://static.misteraladin.com/images/hotel/0000009000/0000008448/hotel-bintang-griyawisata-photo8.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000110191_dm_3,NA,NA,NA
30,Yasmin Karawaci,524999,425000,https://www.misteraladin.com/hotel/indonesia/tangerang/karawaci/yasmin-karawaci?hotel_id=40339,https://www.traveloka.com/en/hotel/indonesia/yasmin-karawaci-1000000493746?spec=19-10-2017.20-10-2017.1.1.HOTEL.1000000493746.Yasmin%20Karawaci.1&prevSearchId=1581690468570266405,https://static.misteraladin.com/images/hotel/0000041000/0000040339/yasmin-karawaci12.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000114937_dm_3,NA,NA,NA
10,Morrissey Hotel Residences,1386001,1146000,https://www.misteraladin.com/hotel/indonesia/jakarta/menteng/morrissey-hotel-residences?hotel_id=65929,https://www.traveloka.com/en/hotel/indonesia/morrissey-hotel-residences-187123?spec=19-10-2017.20-10-2017.1.1.HOTEL.187123.Morrissey%20Hotel%20Residences.1&prevSearchId=1581687085947972411,https://static.misteraladin.com/images/hotel/0000066000/0000065929/morrissey-hotel-residences-photo16.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000131797_dm_2,NA,NA,NA
10,Putri Duyung Ancol,1455300,698000,https://www.misteraladin.com/hotel/indonesia/jakarta/ancol/putri-duyung-ancol?hotel_id=38976,https://www.traveloka.com/en/hotel/indonesia/putri-duyung-ancol-3000010004951?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010004951.Putri%20Duyung%20Ancol.1&prevSearchId=1581686723143822139,https://static.misteraladin.com/images/hotel/0000039000/0000038976/putri-duyung-ancol-photo7.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000141493_dm_2,NA,NA,NA
10,Amaris Hotel Senen,437500,500000,https://www.misteraladin.com/hotel/indonesia/jakarta/senen/amaris-hotel-senen?hotel_id=712,https://www.traveloka.com/en/hotel/indonesia/amaris-hotel-senen-294984?spec=19-10-2017.20-10-2017.1.1.HOTEL.294984.Amaris%20Hotel%20Senen.1&prevSearchId=1581687085947972411,https://static.misteraladin.com/images/hotel/0000001000/0000000712/amaris-hotel-senen-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000143582_dm_7,NA,NA,NA
40,L'Imperial Spatel,227500,230880,https://www.misteraladin.com/hotel/indonesia/bekasi/cikarang/limperial-spatel?hotel_id=81030,https://www.traveloka.com/en/hotel/indonesia/limperial-spatel-3000010005193?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010005193.L%27Imperial%20Spatel.1&prevSearchId=1581689710751837844,https://static.misteraladin.com/images/hotel/0000082000/0000081030/limperial-spalet-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000148890_dm_2,NA,NA,NA
30,Amaris Hotel Citra Raya - 30,488400,450000,https://www.misteraladin.com/hotel/indonesia/tangerang/tangerang-city-center/amaris-hotel-citra-raya-tangerang?hotel_id=42065,https://www.traveloka.com/en/hotel/indonesia/amaris-hotel-citra-raya---tangerang-3000010005382?spec=19-10-2017.20-10-2017.1.1.HOTEL.3000010005382.Amaris%20Hotel%20Citra%20Raya%20-%20Tangerang.1&prevSearchId=1581690468570266405,https://static.misteraladin.com/images/hotel/0000043000/0000042065/amaris-hotel-citra-raya-tangerang-photo.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000155530_dm_4,NA,NA,NA
10,Gran Melia 10,1633500,1633500,https://www.misteraladin.com/hotel/indonesia/jakarta/kuningan/gran-melia-jakarta?hotel_id=573,https://www.traveloka.com/en/hotel/indonesia/gran-melia-jakarta-813?spec=19-10-2017.20-10-2017.1.1.HOTEL.813.Gran%20Melia%20Jakarta.1&prevSearchId=1581687085947972411,https://static.misteraladin.com/images/hotel/0000001000/0000000573/gran-melia-jakarta-photo9.400x225.jpg,https://d1nabgopwop1kh.cloudfront.net/hotel-asset/30000001000160633_dm_2,4.5 of 5 bubbles,"1,115 reviews",https://www.tripadvisor.com/Hotel_Review-g294229-d302646-Reviews-Gran_Melia_Jakarta-Jakarta_Java.html#REVIEWS
